Max1,Max2,Max3,Max4,Max5,Max6,Max7,Max8,Max9,Max10,Max11,Max12,Max13,Max14,Max15,Max16,Max17,Max18,Max19,Max20,Max21,Max22,Max23,Max24,Max25,Max26,Max27,Max28,Max29,Max30,Max31,Max32
time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration,time duration
38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667,38.11666666666667
27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665,27.216666666666665
187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334,187.68333333333334
15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666,15.916666666666666
35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336,35.333333333333336
27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65,27.65
27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333
27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333,27.633333333333333
5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333
4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
