2024-04-04 09:06:14,04/04/2024 09:08:17,OREAS524,20240404.01_AD_HOC_AU,%P%01CRM1XQ,493.3,100.0,gold,concentration,1.479,0.082,1.54,0.046,fire-assay,0.961,0.03,OREAS,524,Result OK,PAAU02,2024-04-04-08:58:03,0.1155,Non-monitoring
2024-04-04 09:03:58,04/04/2024 09:05:47,OREAS501C,20240404.01_AD_HOC_AU,%P%01CRM3C2,478.58,99.84,gold,concentration,0.25,0.031,0.221,0.007,fire-assay,1.129,0.032,OREAS,501c,Result OK,PAAU02,2024-04-04-08:58:03,0.05,Non-monitoring
2024-04-04 09:03:04,04/04/2024 09:05:03,OREAS521,20240404.01_AD_HOC_AU,%P%01CRM3C1,522.14,100.0,gold,concentration,0.441,0.051,0.376,0.019,fire-assay,1.172,0.051,OREAS,521,Result OK,PAAU02,2024-04-04-08:58:03,0.075,Non-monitoring
2024-04-04 09:01:14,04/04/2024 09:03:19,OREAS522,20240404.01_AD_HOC_AU,%P%01CRM3E7,541.53,100.0,gold,concentration,0.638,0.062,0.574,0.018,fire-assay,1.111,0.031,OREAS,522,Result OK,PAAU02,2024-04-04-08:58:03,0.075,Non-monitoring
2024-04-04 09:00:47,04/04/2024 09:02:37,OREAS502C,20240404.01_AD_HOC_AU,%P%01CRM335,517.48,100.0,gold,concentration,0.445,0.035,0.488,0.015,fire-assay,0.911,0.031,OREAS,502c,Result OK,PAAU02,2024-04-04-08:58:03,0.075,Non-monitoring
2024-04-04 09:00:20,04/04/2024 09:02:13,OREAS62F,20240404.01_AD_HOC_AU,%P%01CRM334,487.73,100.0,gold,concentration,9.642,0.198,9.71,0.239,fire-assay,0.993,0.025,OREAS,62f,Result OK,PAAU02,2024-04-04-08:58:03,0.7282500000000001,Non-monitoring
2024-04-03 14:03:55,03/04/2024 14:05:43,RROREAS 264,27073829,%P%01CRM1XY,398.0,99.95,gold,concentration,0.255,0.03,0.309,0.032,PhotonAssay PAAU02,0.827,0.104,OREAS,264,Result OK,PAAU02,2024-04-03-08:35:12,0.075,Passive
2024-04-03 13:56:39,03/04/2024 13:58:29,RROREAS 229B,27073829,%P%01CRM3DR,435.88,100.0,gold,concentration,11.978,0.243,11.95,0.3,PhotonAssay Self-Certified PAAU02,1.002,0.025,OREAS,229b,Result OK,PAAU02,2024-04-03-08:35:12,0.478,Active
2024-04-03 13:50:08,03/04/2024 13:52:01,RRBLANK,27073829,%P%1000HW7Y,583.0,100.0,gold,concentration,-0.001,0.005,0.0,0.005,PhotonAssay Self-Certified PAAU02,-inf,inf,BLANK,BLANK,Result OK,PAAU02,2024-04-03-08:35:12,,Active
2024-04-03 13:23:13,03/04/2024 13:25:12,RRG319-9,27073828,%P%01CRM1W0,515.81,100.0,gold,concentration,99.384,1.677,100.0,2.5,PhotonAssay Self-Certified PAAU02,0.994,0.025,GEOSTATS,G319-9,Result OK,PAAU02,2024-04-03-08:35:12,4.0,Active
2024-04-03 13:03:34,03/04/2024 13:05:30,RROREAS 237,27073828,%P%01CRM34S,493.6,100.0,gold,concentration,2.067,0.071,2.21,0.084,PhotonAssay Self-Certified PAAU02,0.935,0.038,OREAS,237,Result OK,PAAU02,2024-04-03-08:35:12,0.1657499999999999,Active
2024-04-03 12:38:34,03/04/2024 12:40:30,RRBLANK,27073828,%P%1000SS78,514.3,100.0,gold,concentration,0.002,0.005,0.0,0.005,PhotonAssay Self-Certified PAAU02,inf,inf,BLANK,BLANK,Result OK,PAAU02,2024-04-03-08:35:12,,Active
2024-04-03 12:16:38,03/04/2024 12:18:35,RROREAS 264,27073834,%P%01CRM1XW,411.5,99.93,gold,concentration,0.277,0.03,0.309,0.032,PhotonAssay PAAU02,0.896,0.104,OREAS,264,Result OK,PAAU02,2024-04-03-08:35:12,0.075,Passive
2024-04-03 12:02:56,03/04/2024 12:04:45,RROREAS 229B,27073834,%P%01CRM3DV,431.66,100.0,gold,concentration,11.929,0.241,11.95,0.3,PhotonAssay Self-Certified PAAU02,0.998,0.025,OREAS,229b,Result OK,PAAU02,2024-04-03-08:35:12,0.478,Active
2024-04-03 11:41:55,03/04/2024 11:43:46,RRBLANK,27073834,%P%1000HW8M,567.9,100.0,gold,concentration,-0.004,0.005,0.0,0.005,PhotonAssay Self-Certified PAAU02,-inf,inf,BLANK,BLANK,Result OK,PAAU02,2024-04-03-08:35:12,,Active
2024-04-03 11:34:33,03/04/2024 11:36:19,RROREAS 264,27073805,%P%01CRM1XU,412.3,99.74,gold,concentration,0.277,0.03,0.309,0.032,PhotonAssay PAAU02,0.895,0.104,OREAS,264,Result OK,PAAU02,2024-04-03-08:35:12,0.075,Passive
2024-04-03 11:25:19,03/04/2024 11:27:07,RROREAS 229B,27073805,%P%01CRM3DQ,449.41,100.0,gold,concentration,11.802,0.237,11.95,0.3,PhotonAssay Self-Certified PAAU02,0.988,0.025,OREAS,229b,Result OK,PAAU02,2024-04-03-08:35:12,0.478,Active
2024-04-03 11:23:30,03/04/2024 11:25:28,RRG319-9,27073832,%P%01CRM1VH,509.34,100.0,gold,concentration,98.19,1.636,98.37,2.5,PhotonAssay Self-Certified PAAU02,0.998,0.025,GEOSTATS,G319-9-Dup,Result OK,PAAU02,2024-04-03-08:35:12,3.9348,Non-monitoring
